path,gender,number,намбэр
train/7c2062b2ab.wav,female,208624,двести восемь тысяч шестьсот двадцать четыре
train/f8024dbdf5.wav,male,96754,девяносто шесть тысяч семьсот пятьдесят четыре
train/faf2b4ae9a.wav,female,389368,триста восемьдесят девять тысяч триста шестьдесят восемь
train/5e7b6070d6.wav,female,357668,триста пятьдесят семь тысяч шестьсот шестьдесят восемь
train/bf0d2053bd.wav,male,203464,двести три тысячи четыреста шестьдесят четыре
train/e35caa1ded.wav,male,908168,девятьсот восемь тысяч сто шестьдесят восемь
train/8ab364bb76.wav,female,374552,триста семьдесят четыре тысячи пятьсот пятьдесят два
train/3eac7c1810.wav,female,408206,четыреста восемь тысяч двести шесть
train/637aa4af4b.wav,male,979311,девятьсот семьдесят девять тысяч триста одиннадцать
train/332979b1bb.wav,female,256576,двести пятьдесят шесть тысяч пятьсот семьдесят шесть
train/b389036231.wav,female,857464,восемьсот пятьдесят семь тысяч четыреста шестьдесят четыре
train/f4e9cbe1ef.wav,female,217497,двести семнадцать тысяч четыреста девяносто семь
train/c08ffb9f03.wav,male,46302,сорок шесть тысяч триста два
train/ccc57e0068.wav,female,782327,семьсот восемьдесят две тысячи триста двадцать семь
train/2763a10ef7.wav,male,743014,семьсот сорок три тысячи четырнадцать
train/f6505d03ab.wav,female,766614,семьсот шестьдесят шесть тысяч шестьсот четырнадцать
train/6f2b053480.wav,female,371813,триста семьдесят одна тысяча восемьсот тринадцать
train/f6a6456df8.wav,female,815951,восемьсот пятнадцать тысяч девятьсот пятьдесят один
train/c6b44d17a1.wav,female,158658,сто пятьдесят восемь тысяч шестьсот пятьдесят восемь
train/958168fc36.wav,female,736143,семьсот тридцать шесть тысяч сто сорок три
train/6d59cc9d56.wav,male,777561,семьсот семьдесят семь тысяч пятьсот шестьдесят один
train/72cdc854fc.wav,female,349703,триста сорок девять тысяч семьсот три
train/1494a42cc5.wav,male,816264,восемьсот шестнадцать тысяч двести шестьдесят четыре
train/207368511e.wav,female,753101,семьсот пятьдесят три тысячи сто один
train/9df28c9a39.wav,male,616328,шестьсот шестнадцать тысяч триста двадцать восемь
train/92ff996bbc.wav,female,153166,сто пятьдесят три тысячи сто шестьдесят шесть
train/ae4d74d044.wav,female,456913,четыреста пятьдесят шесть тысяч девятьсот тринадцать
train/f027a5daa2.wav,female,510937,пятьсот десять тысяч девятьсот тридцать семь
train/9d00e89e32.wav,female,410038,четыреста десять тысяч тридцать восемь
train/1afc47527f.wav,female,743300,семьсот сорок три тысячи триста
train/602b6c4e00.wav,female,949738,девятьсот сорок девять тысяч семьсот тридцать восемь
train/7209cc8e18.wav,male,366705,триста шестьдесят шесть тысяч семьсот пять
train/2067dc7a5b.wav,male,407780,четыреста семь тысяч семьсот восемьдесят
train/843424a53b.wav,male,434605,четыреста тридцать четыре тысячи шестьсот пять
train/2e035a76e3.wav,female,180853,сто восемьдесят тысяч восемьсот пятьдесят три
train/68bcc2bdde.wav,female,28276,двадцать восемь тысяч двести семьдесят шесть
train/688ad5ac63.wav,female,797141,семьсот девяносто семь тысяч сто сорок один
train/b1b449335e.wav,male,691248,шестьсот девяносто одна тысяча двести сорок восемь
train/7dcee57f72.wav,male,602531,шестьсот две тысячи пятьсот тридцать один
train/d3c79aac9e.wav,female,402621,четыреста две тысячи шестьсот двадцать один
train/44bfb5493b.wav,female,940446,девятьсот сорок тысяч четыреста сорок шесть
train/96ebc43b8a.wav,female,334613,триста тридцать четыре тысячи шестьсот тринадцать
train/d8959522fd.wav,male,774781,семьсот семьдесят четыре тысячи семьсот восемьдесят один
train/0b3547bb63.wav,female,589222,пятьсот восемьдесят девять тысяч двести двадцать два
train/7d1535a221.wav,female,437812,четыреста тридцать семь тысяч восемьсот двенадцать
train/180645a343.wav,female,839409,восемьсот тридцать девять тысяч четыреста девять
train/fb9597a7c0.wav,female,946579,девятьсот сорок шесть тысяч пятьсот семьдесят девять
train/9f5ad02de1.wav,female,155540,сто пятьдесят пять тысяч пятьсот сорок
train/c7bcf5c8fb.wav,female,267387,двести шестьдесят семь тысяч триста восемьдесят семь
train/14a2b19cd2.wav,male,434138,четыреста тридцать четыре тысячи сто тридцать восемь
train/9280bc5c60.wav,female,446723,четыреста сорок шесть тысяч семьсот двадцать три
train/7d1dcf724e.wav,female,515851,пятьсот пятнадцать тысяч восемьсот пятьдесят один
train/2050f3d79e.wav,male,15405,пятнадцать тысяч четыреста пять
train/ca47192b3b.wav,male,588774,пятьсот восемьдесят восемь тысяч семьсот семьдесят четыре
train/1b4729ade4.wav,female,447490,четыреста сорок семь тысяч четыреста девяносто
train/5e6a8d24d9.wav,female,233194,двести тридцать три тысячи сто девяносто четыре
train/5813dbe228.wav,female,691440,шестьсот девяносто одна тысяча четыреста сорок
train/ab10d38edd.wav,male,548392,пятьсот сорок восемь тысяч триста девяносто два
train/52a0032a64.wav,female,173342,сто семьдесят три тысячи триста сорок два
train/3fd95b5f6b.wav,male,352791,триста пятьдесят две тысячи семьсот девяносто один
train/b99847a8ed.wav,female,866789,восемьсот шестьдесят шесть тысяч семьсот восемьдесят девять
train/e475f5f929.wav,female,506488,пятьсот шесть тысяч четыреста восемьдесят восемь
train/33ee294b59.wav,male,276490,двести семьдесят шесть тысяч четыреста девяносто
train/c3941c94dd.wav,female,630626,шестьсот тридцать тысяч шестьсот двадцать шесть
train/3b55db2595.wav,male,896111,восемьсот девяносто шесть тысяч сто одиннадцать
train/d31ea9cb45.wav,female,932906,девятьсот тридцать две тысячи девятьсот шесть
train/2771be5c1c.wav,female,945413,девятьсот сорок пять тысяч четыреста тринадцать
train/76d08f7dfe.wav,female,931316,девятьсот тридцать одна тысяча триста шестнадцать
train/855031d1cf.wav,female,22704,двадцать две тысячи семьсот четыре
train/b213e407f4.wav,female,325537,триста двадцать пять тысяч пятьсот тридцать семь
train/02feb938f2.wav,female,196749,сто девяносто шесть тысяч семьсот сорок девять
train/9d9b129dec.wav,female,278002,двести семьдесят восемь тысяч два
train/e6f2192d95.wav,female,983366,девятьсот восемьдесят три тысячи триста шестьдесят шесть
train/2478c7a746.wav,female,413040,четыреста тринадцать тысяч сорок
train/91a6a0f1a6.wav,female,246521,двести сорок шесть тысяч пятьсот двадцать один
train/3abd3b4fb6.wav,female,769995,семьсот шестьдесят девять тысяч девятьсот девяносто пять
train/900cbdd82c.wav,female,586460,пятьсот восемьдесят шесть тысяч четыреста шестьдесят
train/03ff5cc66b.wav,female,663694,шестьсот шестьдесят три тысячи шестьсот девяносто четыре
train/d689ef46b8.wav,female,109545,сто девять тысяч пятьсот сорок пять
train/ee614a2a32.wav,female,109459,сто девять тысяч четыреста пятьдесят девять
train/0e74668bef.wav,female,311298,триста одиннадцать тысяч двести девяносто восемь
train/1410e66860.wav,female,560679,пятьсот шестьдесят тысяч шестьсот семьдесят девять
train/2518b684a6.wav,female,326630,триста двадцать шесть тысяч шестьсот тридцать
train/3161b45d1e.wav,male,940380,девятьсот сорок тысяч триста восемьдесят
train/9fa8d62b54.wav,female,684958,шестьсот восемьдесят четыре тысячи девятьсот пятьдесят восемь
train/9be320d2fb.wav,female,96145,девяносто шесть тысяч сто сорок пять
train/a14e0a2f77.wav,female,603492,шестьсот три тысячи четыреста девяносто два
train/ff073edc53.wav,female,37887,тридцать семь тысяч восемьсот восемьдесят семь
train/78d298a1bd.wav,female,685518,шестьсот восемьдесят пять тысяч пятьсот восемнадцать
train/b917643abd.wav,female,443746,четыреста сорок три тысячи семьсот сорок шесть
train/076bd42494.wav,female,197750,сто девяносто семь тысяч семьсот пятьдесят
train/27f649fd1f.wav,female,123985,сто двадцать три тысячи девятьсот восемьдесят пять
train/184e28bfbe.wav,female,581294,пятьсот восемьдесят одна тысяча двести девяносто четыре
train/1de95dd16f.wav,male,171353,сто семьдесят одна тысяча триста пятьдесят три
train/e095f98a22.wav,female,590929,пятьсот девяносто тысяч девятьсот двадцать девять
train/1c5d8a6120.wav,female,950413,девятьсот пятьдесят тысяч четыреста тринадцать
train/77a37b536f.wav,female,417503,четыреста семнадцать тысяч пятьсот три
train/20c0a27d6c.wav,female,530467,пятьсот тридцать тысяч четыреста шестьдесят семь
train/819026219d.wav,female,741378,семьсот сорок одна тысяча триста семьдесят восемь
train/a7b17f3e9d.wav,female,856303,восемьсот пятьдесят шесть тысяч триста три
train/ee9d20559b.wav,male,675852,шестьсот семьдесят пять тысяч восемьсот пятьдесят два
train/bf1b7f648d.wav,male,144468,сто сорок четыре тысячи четыреста шестьдесят восемь
train/1e975b17d6.wav,female,323420,триста двадцать три тысячи четыреста двадцать
train/03d01ee0f4.wav,female,156537,сто пятьдесят шесть тысяч пятьсот тридцать семь
train/5ebb7bfc2d.wav,male,677100,шестьсот семьдесят семь тысяч сто
train/34a24af285.wav,female,329698,триста двадцать девять тысяч шестьсот девяносто восемь
train/ea949f76a6.wav,female,201721,двести одна тысяча семьсот двадцать один
train/f93569d33a.wav,male,649722,шестьсот сорок девять тысяч семьсот двадцать два
train/bd6785f2df.wav,female,216397,двести шестнадцать тысяч триста девяносто семь
train/0c59681274.wav,male,301169,триста одна тысяча сто шестьдесят девять
train/ffa3d2316c.wav,female,154264,сто пятьдесят четыре тысячи двести шестьдесят четыре
train/7eef00687c.wav,male,353483,триста пятьдесят три тысячи четыреста восемьдесят три
train/7410af5048.wav,male,749683,семьсот сорок девять тысяч шестьсот восемьдесят три
train/6c23de7a19.wav,female,971387,девятьсот семьдесят одна тысяча триста восемьдесят семь
train/60cf5b34ea.wav,male,92527,девяносто две тысячи пятьсот двадцать семь
train/4e95179719.wav,female,313282,триста тринадцать тысяч двести восемьдесят два
train/4a5030f086.wav,male,770659,семьсот семьдесят тысяч шестьсот пятьдесят девять
train/db83923bc8.wav,female,827811,восемьсот двадцать семь тысяч восемьсот одиннадцать
train/061cb2bc72.wav,female,163524,сто шестьдесят три тысячи пятьсот двадцать четыре
train/a08ea99d45.wav,male,996903,девятьсот девяносто шесть тысяч девятьсот три
train/8a0be16bbf.wav,male,473806,четыреста семьдесят три тысячи восемьсот шесть
train/c5f4d81a47.wav,female,360673,триста шестьдесят тысяч шестьсот семьдесят три
train/1ea6b03f00.wav,female,632667,шестьсот тридцать две тысячи шестьсот шестьдесят семь
train/3771d9d612.wav,female,315259,триста пятнадцать тысяч двести пятьдесят девять
train/3e086fb835.wav,male,5482,пять тысяч четыреста восемьдесят два
train/0d005a76d9.wav,female,894916,восемьсот девяносто четыре тысячи девятьсот шестнадцать
train/245e9014b3.wav,male,940921,девятьсот сорок тысяч девятьсот двадцать один
train/c9c810bb7b.wav,female,555967,пятьсот пятьдесят пять тысяч девятьсот шестьдесят семь
train/42c29d8152.wav,male,299295,двести девяносто девять тысяч двести девяносто пять
train/73e68bd0d4.wav,female,919771,девятьсот девятнадцать тысяч семьсот семьдесят один
train/129fc6ac65.wav,female,460938,четыреста шестьдесят тысяч девятьсот тридцать восемь
train/166c33d32f.wav,male,665360,шестьсот шестьдесят пять тысяч триста шестьдесят
train/341cb24a59.wav,male,430247,четыреста тридцать тысяч двести сорок семь
train/c1fb705583.wav,male,754338,семьсот пятьдесят четыре тысячи триста тридцать восемь
train/5cbf06a751.wav,female,610861,шестьсот десять тысяч восемьсот шестьдесят один
train/a59c044074.wav,male,936152,девятьсот тридцать шесть тысяч сто пятьдесят два
train/ac9159b138.wav,female,762654,семьсот шестьдесят две тысячи шестьсот пятьдесят четыре
train/ffba64bb18.wav,female,264547,двести шестьдесят четыре тысячи пятьсот сорок семь
train/eaa44f0c37.wav,female,234798,двести тридцать четыре тысячи семьсот девяносто восемь
train/6725f7b552.wav,female,108370,сто восемь тысяч триста семьдесят
train/a292b190bc.wav,female,732099,семьсот тридцать две тысячи девяносто девять
train/2b4c19be48.wav,female,644222,шестьсот сорок четыре тысячи двести двадцать два
train/cdc25b80bb.wav,female,456618,четыреста пятьдесят шесть тысяч шестьсот восемнадцать
train/4fc38d0746.wav,female,763227,семьсот шестьдесят три тысячи двести двадцать семь
train/43825aeafa.wav,male,322486,триста двадцать две тысячи четыреста восемьдесят шесть
train/85b92c077b.wav,female,227439,двести двадцать семь тысяч четыреста тридцать девять
train/38cfe3141b.wav,female,802496,восемьсот две тысячи четыреста девяносто шесть
train/b0d6f2e8e7.wav,female,883549,восемьсот восемьдесят три тысячи пятьсот сорок девять
train/e2102fc6f7.wav,female,350804,триста пятьдесят тысяч восемьсот четыре
train/6e71a5f215.wav,female,184977,сто восемьдесят четыре тысячи девятьсот семьдесят семь
train/9cb4c0c33d.wav,female,656322,шестьсот пятьдесят шесть тысяч триста двадцать два
train/0370b42022.wav,male,460618,четыреста шестьдесят тысяч шестьсот восемнадцать
train/9ab70d2bc4.wav,female,469024,четыреста шестьдесят девять тысяч двадцать четыре
train/45ab0a5494.wav,male,233410,двести тридцать три тысячи четыреста десять
train/463618286b.wav,male,47355,сорок семь тысяч триста пятьдесят пять
train/0d60152b2c.wav,female,468716,четыреста шестьдесят восемь тысяч семьсот шестнадцать
train/19522955bd.wav,female,388929,триста восемьдесят восемь тысяч девятьсот двадцать девять
train/bcf740a21a.wav,male,375193,триста семьдесят пять тысяч сто девяносто три
train/cbc959460a.wav,male,534804,пятьсот тридцать четыре тысячи восемьсот четыре
train/53c1fafb69.wav,female,693272,шестьсот девяносто три тысячи двести семьдесят два
train/40e2fda0d4.wav,male,748516,семьсот сорок восемь тысяч пятьсот шестнадцать
train/8037ccca51.wav,female,426137,четыреста двадцать шесть тысяч сто тридцать семь
train/2a8471099a.wav,female,96124,девяносто шесть тысяч сто двадцать четыре
train/52c9b4dc70.wav,female,720508,семьсот двадцать тысяч пятьсот восемь
train/338717d473.wav,female,459313,четыреста пятьдесят девять тысяч триста тринадцать
train/8968130030.wav,female,575590,пятьсот семьдесят пять тысяч пятьсот девяносто
train/fd8af92504.wav,male,131186,сто тридцать одна тысяча сто восемьдесят шесть
train/702e54379f.wav,female,366232,триста шестьдесят шесть тысяч двести тридцать два
train/eabd1a420b.wav,female,267601,двести шестьдесят семь тысяч шестьсот один
train/d92d0740b8.wav,female,243209,двести сорок три тысячи двести девять
train/6e820d86ff.wav,female,325195,триста двадцать пять тысяч сто девяносто пять
train/5c34314575.wav,male,941344,девятьсот сорок одна тысяча триста сорок четыре
train/591a799c96.wav,female,20584,двадцать тысяч пятьсот восемьдесят четыре
train/c126339ce3.wav,male,800785,восемьсот тысяч семьсот восемьдесят пять
train/9823e34380.wav,female,215604,двести пятнадцать тысяч шестьсот четыре
train/361b2cda18.wav,female,633451,шестьсот тридцать три тысячи четыреста пятьдесят один
train/80d0f0939f.wav,female,525439,пятьсот двадцать пять тысяч четыреста тридцать девять
train/a350da0b31.wav,female,963620,девятьсот шестьдесят три тысячи шестьсот двадцать
train/7ae2ab535c.wav,female,464219,четыреста шестьдесят четыре тысячи двести девятнадцать
train/f5da852dfa.wav,female,73676,семьдесят три тысячи шестьсот семьдесят шесть
train/2d1d0dd379.wav,female,692793,шестьсот девяносто две тысячи семьсот девяносто три
train/c49bce0841.wav,female,738811,семьсот тридцать восемь тысяч восемьсот одиннадцать
train/8678482fa4.wav,male,794200,семьсот девяносто четыре тысячи двести
train/c9e3779c17.wav,female,980298,девятьсот восемьдесят тысяч двести девяносто восемь
train/c6384946e7.wav,female,103924,сто три тысячи девятьсот двадцать четыре
train/b65b154c47.wav,female,799970,семьсот девяносто девять тысяч девятьсот семьдесят
train/91fcc078ce.wav,female,424667,четыреста двадцать четыре тысячи шестьсот шестьдесят семь
train/4c0ba3d71c.wav,female,662393,шестьсот шестьдесят две тысячи триста девяносто три
train/effb7edb88.wav,female,454463,четыреста пятьдесят четыре тысячи четыреста шестьдесят три
train/8dfcf41fc0.wav,female,347559,триста сорок семь тысяч пятьсот пятьдесят девять
train/88228cfcec.wav,female,265114,двести шестьдесят пять тысяч сто четырнадцать
train/b8be33cad3.wav,female,903695,девятьсот три тысячи шестьсот девяносто пять
train/39388c171e.wav,female,303775,триста три тысячи семьсот семьдесят пять
train/decf1ce782.wav,female,734132,семьсот тридцать четыре тысячи сто тридцать два
train/2fefe27558.wav,female,615102,шестьсот пятнадцать тысяч сто два
train/bd6b911e3e.wav,female,647543,шестьсот сорок семь тысяч пятьсот сорок три
train/051351b93d.wav,female,757881,семьсот пятьдесят семь тысяч восемьсот восемьдесят один
train/ee645b25a4.wav,male,497282,четыреста девяносто семь тысяч двести восемьдесят два
train/7d537c8a8a.wav,male,309643,триста девять тысяч шестьсот сорок три
train/762550b7b9.wav,female,50074,пятьдесят тысяч семьдесят четыре
train/8f14379e0e.wav,female,424545,четыреста двадцать четыре тысячи пятьсот сорок пять
train/d92bd539cd.wav,female,490335,четыреста девяносто тысяч триста тридцать пять
train/faf9fdd0ad.wav,female,96429,девяносто шесть тысяч четыреста двадцать девять
train/92db52363b.wav,female,764834,семьсот шестьдесят четыре тысячи восемьсот тридцать четыре
train/7ec7bc67e6.wav,female,943890,девятьсот сорок три тысячи восемьсот девяносто
train/837887e2cb.wav,female,291019,двести девяносто одна тысяча девятнадцать
train/df8103ec34.wav,male,832324,восемьсот тридцать две тысячи триста двадцать четыре
train/3b021e2edb.wav,female,577270,пятьсот семьдесят семь тысяч двести семьдесят
train/466e878ed9.wav,female,237147,двести тридцать семь тысяч сто сорок семь
train/3a2e131b2a.wav,female,930568,девятьсот тридцать тысяч пятьсот шестьдесят восемь
train/4f9b71756a.wav,male,714222,семьсот четырнадцать тысяч двести двадцать два
train/92914075a4.wav,female,59022,пятьдесят девять тысяч двадцать два
train/8a2f36cfb5.wav,female,909910,девятьсот девять тысяч девятьсот десять
train/f4a8f63f9f.wav,female,23410,двадцать три тысячи четыреста десять
train/c3c28ace02.wav,male,44615,сорок четыре тысячи шестьсот пятнадцать
train/b94ac55293.wav,female,95855,девяносто пять тысяч восемьсот пятьдесят пять
train/d963d1680b.wav,female,133639,сто тридцать три тысячи шестьсот тридцать девять
train/331b28e3bc.wav,male,253855,двести пятьдесят три тысячи восемьсот пятьдесят пять
train/0d3cec6ac3.wav,female,934810,девятьсот тридцать четыре тысячи восемьсот десять
train/00f52f387e.wav,male,611169,шестьсот одиннадцать тысяч сто шестьдесят девять
train/97343386e5.wav,male,962511,девятьсот шестьдесят две тысячи пятьсот одиннадцать
train/d9bfada16d.wav,female,367628,триста шестьдесят семь тысяч шестьсот двадцать восемь
train/616596caff.wav,female,203345,двести три тысячи триста сорок пять
train/736d218677.wav,male,46002,сорок шесть тысяч два
train/6d373a1fb8.wav,male,989997,девятьсот восемьдесят девять тысяч девятьсот девяносто семь
train/4fbe432e7a.wav,male,650550,шестьсот пятьдесят тысяч пятьсот пятьдесят
train/d595b8857c.wav,female,779072,семьсот семьдесят девять тысяч семьдесят два
train/603435751f.wav,female,600082,шестьсот тысяч восемьдесят два
train/d65c407e12.wav,male,872353,восемьсот семьдесят две тысячи триста пятьдесят три
train/94c077445a.wav,female,350235,триста пятьдесят тысяч двести тридцать пять
train/826f4726ab.wav,female,616676,шестьсот шестнадцать тысяч шестьсот семьдесят шесть
train/997ef11209.wav,female,756458,семьсот пятьдесят шесть тысяч четыреста пятьдесят восемь
train/89e33b03b3.wav,male,428076,четыреста двадцать восемь тысяч семьдесят шесть
train/1656154cbf.wav,female,729942,семьсот двадцать девять тысяч девятьсот сорок два
train/a84b478004.wav,male,151905,сто пятьдесят одна тысяча девятьсот пять
train/31b950843e.wav,male,36466,тридцать шесть тысяч четыреста шестьдесят шесть
train/da184bb15f.wav,female,703139,семьсот три тысячи сто тридцать девять
train/3e9382087b.wav,female,608553,шестьсот восемь тысяч пятьсот пятьдесят три
train/1e1340e2b1.wav,male,149781,сто сорок девять тысяч семьсот восемьдесят один
train/c1c5afd490.wav,female,610056,шестьсот десять тысяч пятьдесят шесть
train/0198cbc4d7.wav,male,68216,шестьдесят восемь тысяч двести шестнадцать
train/5eab541435.wav,female,403128,четыреста три тысячи сто двадцать восемь
train/f1c0cf6854.wav,female,541408,пятьсот сорок одна тысяча четыреста восемь
train/bcc3ae06a0.wav,female,653552,шестьсот пятьдесят три тысячи пятьсот пятьдесят два
train/f44620ce65.wav,female,519625,пятьсот девятнадцать тысяч шестьсот двадцать пять
train/165a75846d.wav,female,15310,пятнадцать тысяч триста десять
train/76f38dba56.wav,male,201434,двести одна тысяча четыреста тридцать четыре
train/ffb8320c12.wav,female,196653,сто девяносто шесть тысяч шестьсот пятьдесят три
train/eb0b2db019.wav,female,162041,сто шестьдесят две тысячи сорок один
train/5ce8944509.wav,female,133883,сто тридцать три тысячи восемьсот восемьдесят три
train/f460a0dc37.wav,male,782793,семьсот восемьдесят две тысячи семьсот девяносто три
train/df31396177.wav,female,756174,семьсот пятьдесят шесть тысяч сто семьдесят четыре
train/7e1e075242.wav,female,936020,девятьсот тридцать шесть тысяч двадцать
train/176da97e7d.wav,female,872982,восемьсот семьдесят две тысячи девятьсот восемьдесят два
train/9715a85356.wav,female,457371,четыреста пятьдесят семь тысяч триста семьдесят один
train/5e6a1d573d.wav,female,94368,девяносто четыре тысячи триста шестьдесят восемь
train/d9edc16be6.wav,female,66094,шестьдесят шесть тысяч девяносто четыре
train/6da4046c86.wav,female,326103,триста двадцать шесть тысяч сто три
train/d6258ecb36.wav,female,16569,шестнадцать тысяч пятьсот шестьдесят девять
train/50a7900d85.wav,female,432084,четыреста тридцать две тысячи восемьдесят четыре
train/ec23890d6f.wav,female,217765,двести семнадцать тысяч семьсот шестьдесят пять
train/732b2d0a9b.wav,female,373331,триста семьдесят три тысячи триста тридцать один
train/9af8fb278d.wav,female,229412,двести двадцать девять тысяч четыреста двенадцать
train/c63b424d34.wav,male,37523,тридцать семь тысяч пятьсот двадцать три
train/b61ab1dd84.wav,male,962111,девятьсот шестьдесят две тысячи сто одиннадцать
train/de029c48a5.wav,female,400003,четыреста тысяч три
train/3192ec56db.wav,female,668836,шестьсот шестьдесят восемь тысяч восемьсот тридцать шесть
train/028689701e.wav,male,964514,девятьсот шестьдесят четыре тысячи пятьсот четырнадцать
train/0ff9c0021a.wav,male,692499,шестьсот девяносто две тысячи четыреста девяносто девять
train/4fb57c9c70.wav,male,124141,сто двадцать четыре тысячи сто сорок один
train/f069e9aacf.wav,female,361125,триста шестьдесят одна тысяча сто двадцать пять
train/d7dd16734c.wav,male,119752,сто девятнадцать тысяч семьсот пятьдесят два
train/6ccb402ae4.wav,female,623015,шестьсот двадцать три тысячи пятнадцать
train/f629ae15ee.wav,female,188924,сто восемьдесят восемь тысяч девятьсот двадцать четыре
train/1dd66c438f.wav,male,230955,двести тридцать тысяч девятьсот пятьдесят пять
train/f0854a5769.wav,female,233883,двести тридцать три тысячи восемьсот восемьдесят три
train/b317b244c1.wav,female,72559,семьдесят две тысячи пятьсот пятьдесят девять
train/32a0d444b4.wav,male,519380,пятьсот девятнадцать тысяч триста восемьдесят
train/7c75426e72.wav,female,949185,девятьсот сорок девять тысяч сто восемьдесят пять
train/35c48924ff.wav,female,297416,двести девяносто семь тысяч четыреста шестнадцать
train/2fed003f3b.wav,male,862417,восемьсот шестьдесят две тысячи четыреста семнадцать
train/dae0128fb1.wav,male,333630,триста тридцать три тысячи шестьсот тридцать
train/89afe11589.wav,male,407894,четыреста семь тысяч восемьсот девяносто четыре
train/55a63bbdc0.wav,male,511851,пятьсот одиннадцать тысяч восемьсот пятьдесят один
train/a843ab4929.wav,female,93411,девяносто три тысячи четыреста одиннадцать
train/23894068df.wav,female,529159,пятьсот двадцать девять тысяч сто пятьдесят девять
train/b4a8928b4a.wav,male,949716,девятьсот сорок девять тысяч семьсот шестнадцать
train/250b659dbe.wav,female,446514,четыреста сорок шесть тысяч пятьсот четырнадцать
train/a65a747ad6.wav,female,385127,триста восемьдесят пять тысяч сто двадцать семь
train/65b45f0888.wav,female,201549,двести одна тысяча пятьсот сорок девять
train/28bd01d7da.wav,female,164969,сто шестьдесят четыре тысячи девятьсот шестьдесят девять
train/b9b498ae93.wav,female,88399,восемьдесят восемь тысяч триста девяносто девять
train/5a352d8be7.wav,male,335983,триста тридцать пять тысяч девятьсот восемьдесят три
train/fabfe87e83.wav,female,487487,четыреста восемьдесят семь тысяч четыреста восемьдесят семь
train/2713cc3294.wav,female,555927,пятьсот пятьдесят пять тысяч девятьсот двадцать семь
train/4a433714f7.wav,female,305997,триста пять тысяч девятьсот девяносто семь
train/81b70e2ac9.wav,female,723393,семьсот двадцать три тысячи триста девяносто три
train/c8c3a76112.wav,female,326299,триста двадцать шесть тысяч двести девяносто девять
train/8f4b0b295e.wav,female,525493,пятьсот двадцать пять тысяч четыреста девяносто три
train/c019ea10fc.wav,female,955901,девятьсот пятьдесят пять тысяч девятьсот один
train/706f0a7743.wav,female,21394,двадцать одна тысяча триста девяносто четыре
train/d1617bb6c0.wav,female,313626,триста тринадцать тысяч шестьсот двадцать шесть
train/1b1b6a6559.wav,female,520170,пятьсот двадцать тысяч сто семьдесят
train/e9faaadeda.wav,female,650567,шестьсот пятьдесят тысяч пятьсот шестьдесят семь
train/9b615146d9.wav,female,6078,шесть тысяч семьдесят восемь
train/7e9c2c5828.wav,male,864259,восемьсот шестьдесят четыре тысячи двести пятьдесят девять
train/6dbe216d6e.wav,female,973832,девятьсот семьдесят три тысячи восемьсот тридцать два
train/9dd58c7c7a.wav,female,224494,двести двадцать четыре тысячи четыреста девяносто четыре
train/f0c8497d59.wav,female,239931,двести тридцать девять тысяч девятьсот тридцать один
train/74726c64d1.wav,female,44598,сорок четыре тысячи пятьсот девяносто восемь
train/2039571d37.wav,female,120601,сто двадцать тысяч шестьсот один
train/d94d56c7f2.wav,female,717198,семьсот семнадцать тысяч сто девяносто восемь
train/dd1a82d37e.wav,male,202715,двести две тысячи семьсот пятнадцать
train/f8929f0757.wav,male,410955,четыреста десять тысяч девятьсот пятьдесят пять
train/1eaafd65c2.wav,female,582738,пятьсот восемьдесят две тысячи семьсот тридцать восемь
train/1cebbf8cc0.wav,male,49126,сорок девять тысяч сто двадцать шесть
train/cd97c5439d.wav,female,74241,семьдесят четыре тысячи двести сорок один
train/d6a3aa6883.wav,male,367667,триста шестьдесят семь тысяч шестьсот шестьдесят семь
train/259023ec21.wav,male,7634,семь тысяч шестьсот тридцать четыре
train/06cd01dc52.wav,male,543814,пятьсот сорок три тысячи восемьсот четырнадцать
train/fb5b856e8f.wav,female,467784,четыреста шестьдесят семь тысяч семьсот восемьдесят четыре
train/b4041d9f10.wav,female,264260,двести шестьдесят четыре тысячи двести шестьдесят
train/a75e1b920c.wav,male,152942,сто пятьдесят две тысячи девятьсот сорок два
train/44ff95fb22.wav,female,656777,шестьсот пятьдесят шесть тысяч семьсот семьдесят семь
train/4920e7f378.wav,male,701219,семьсот одна тысяча двести девятнадцать
train/ab13937691.wav,female,70045,семьдесят тысяч сорок пять
train/e47e0652b3.wav,female,749881,семьсот сорок девять тысяч восемьсот восемьдесят один
train/d02d098917.wav,female,597682,пятьсот девяносто семь тысяч шестьсот восемьдесят два
train/289b059a9b.wav,female,185472,сто восемьдесят пять тысяч четыреста семьдесят два
train/9c024563bc.wav,female,267378,двести шестьдесят семь тысяч триста семьдесят восемь
train/52f22232fb.wav,female,538614,пятьсот тридцать восемь тысяч шестьсот четырнадцать
train/2bd8025f7c.wav,female,705810,семьсот пять тысяч восемьсот десять
train/86e6e983f4.wav,female,23947,двадцать три тысячи девятьсот сорок семь
train/c6fc4c2600.wav,female,222947,двести двадцать две тысячи девятьсот сорок семь
train/8aaac5ba33.wav,female,355543,триста пятьдесят пять тысяч пятьсот сорок три
train/14642bf7a0.wav,female,680129,шестьсот восемьдесят тысяч сто двадцать девять
train/ae5aeedc44.wav,male,977577,девятьсот семьдесят семь тысяч пятьсот семьдесят семь
train/268e56b5ec.wav,female,803141,восемьсот три тысячи сто сорок один
